source_row_number,hora,dia_semana,mes,trimestre,dia_mes,semana_ano,is_horario_comercial,is_fim_de_semana,is_segunda_terca,periodo_dia,lag_1d,lag_7d,rolling_7d,rolling_30d,lag_1d_p2,lag_1d_p3,prioridade_bin,produto_enc,categoria_enc,subcategoria_enc,grupo_enc,aberto_por_enc,produto_freq,grupo_freq,mes_sin,mes_cos,is_feriado,tipo_feriado,dias_ate_feriado,dias_desde_feriado,target_ola
5179,1,2,10,4,1,40,0,0,0,0,84.0,115.0,71.0,78.1,19.0,65.0,0,37,4,123,12,0,0.017782,0.350633,-0.8660254037844386,0.5000000000000001,0,0,7,7,0
5180,1,2,10,4,1,40,0,0,0,0,84.0,115.0,71.0,78.1,19.0,65.0,1,35,98,230,12,1,0.127364,0.350633,-0.8660254037844386,0.5000000000000001,0,0,7,7,0
5181,0,2,10,4,1,40,0,0,0,0,84.0,115.0,71.0,78.1,19.0,65.0,0,37,4,115,10,0,0.017782,0.339886,-0.8660254037844386,0.5000000000000001,0,0,7,7,0
5182,0,2,10,4,1,40,0,0,0,0,84.0,115.0,71.0,78.1,19.0,65.0,0,37,4,136,12,0,0.017782,0.350633,-0.8660254037844386,0.5000000000000001,0,0,7,7,0
5183,0,2,10,4,1,40,0,0,0,0,84.0,115.0,71.0,78.1,19.0,65.0,0,23,94,351,12,0,0.073902,0.350633,-0.8660254037844386,0.5000000000000001,0,0,7,7,0
5184,22,1,9,3,30,40,0,0,1,3,77.0,144.0,75.86,77.47,12.0,65.0,0,22,92,307,12,1,0.319056,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5185,22,1,9,3,30,40,0,0,1,3,77.0,144.0,75.86,77.47,12.0,65.0,0,35,47,107,10,0,0.127364,0.339886,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5186,21,1,9,3,30,40,0,0,1,3,77.0,144.0,75.86,77.47,12.0,65.0,0,35,47,107,10,0,0.127364,0.339886,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5187,21,1,9,3,30,40,0,0,1,3,77.0,144.0,75.86,77.47,12.0,65.0,0,19,70,198,4,1,0.010005,0.141707,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5188,21,1,9,3,30,40,0,0,1,3,77.0,144.0,75.86,77.47,12.0,65.0,0,22,92,185,12,0,0.319056,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5189,21,1,9,3,30,40,0,0,1,3,77.0,144.0,75.86,77.47,12.0,65.0,0,22,92,351,8,0,0.319056,0.080428,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5190,21,1,9,3,30,40,0,0,1,3,77.0,144.0,75.86,77.47,12.0,65.0,0,31,119,246,12,1,0.071635,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5191,20,1,9,3,30,40,0,0,1,3,77.0,144.0,75.86,77.47,12.0,65.0,0,16,92,360,2,0,0.010982,0.016219,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5192,19,1,9,3,30,40,0,0,1,3,77.0,144.0,75.86,77.47,12.0,65.0,0,22,104,37,10,0,0.319056,0.339886,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5193,18,1,9,3,30,40,0,0,1,3,77.0,144.0,75.86,77.47,12.0,65.0,1,35,98,230,8,1,0.127364,0.080428,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5194,18,1,9,3,30,40,0,0,1,3,77.0,144.0,75.86,77.47,12.0,65.0,0,23,94,351,10,0,0.073902,0.339886,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5195,17,1,9,3,30,40,1,0,1,2,77.0,144.0,75.86,77.47,12.0,65.0,0,22,55,269,10,0,0.319056,0.339886,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5196,17,1,9,3,30,40,1,0,1,2,77.0,144.0,75.86,77.47,12.0,65.0,0,11,111,346,10,0,0.143935,0.339886,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5197,17,1,9,3,30,40,1,0,1,2,77.0,144.0,75.86,77.47,12.0,65.0,0,41,95,188,12,0,0.016492,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5198,17,1,9,3,30,40,1,0,1,2,77.0,144.0,75.86,77.47,12.0,65.0,0,22,104,170,10,0,0.319056,0.339886,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5199,16,1,9,3,30,40,1,0,1,2,77.0,144.0,75.86,77.47,12.0,65.0,0,11,97,317,4,1,0.143935,0.141707,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5200,16,1,9,3,30,40,1,0,1,2,77.0,144.0,75.86,77.47,12.0,65.0,1,16,104,204,12,0,0.010982,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5201,16,1,9,3,30,40,1,0,1,2,77.0,144.0,75.86,77.47,12.0,65.0,0,8,9,108,12,0,0.004377,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5202,16,1,9,3,30,40,1,0,1,2,77.0,144.0,75.86,77.47,12.0,65.0,0,22,55,269,8,0,0.319056,0.080428,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5203,16,1,9,3,30,40,1,0,1,2,77.0,144.0,75.86,77.47,12.0,65.0,0,22,92,246,12,1,0.319056,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5204,15,1,9,3,30,40,1,0,1,2,77.0,144.0,75.86,77.47,12.0,65.0,0,22,92,351,12,0,0.319056,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5205,15,1,9,3,30,40,1,0,1,2,77.0,144.0,75.86,77.47,12.0,65.0,0,23,106,204,10,0,0.073902,0.339886,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5206,15,1,9,3,30,40,1,0,1,2,77.0,144.0,75.86,77.47,12.0,65.0,0,22,92,246,12,1,0.319056,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5207,15,1,9,3,30,40,1,0,1,2,77.0,144.0,75.86,77.47,12.0,65.0,0,22,92,351,8,0,0.319056,0.080428,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5208,15,1,9,3,30,40,1,0,1,2,77.0,144.0,75.86,77.47,12.0,65.0,0,22,104,127,10,0,0.319056,0.339886,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5209,15,1,9,3,30,40,1,0,1,2,77.0,144.0,75.86,77.47,12.0,65.0,1,35,98,230,9,1,0.127364,0.006214,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5210,14,1,9,3,30,40,1,0,1,2,77.0,144.0,75.86,77.47,12.0,65.0,0,22,55,269,10,0,0.319056,0.339886,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5211,14,1,9,3,30,40,1,0,1,2,77.0,144.0,75.86,77.47,12.0,65.0,0,11,97,382,4,0,0.143935,0.141707,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5212,14,1,9,3,30,40,1,0,1,2,77.0,144.0,75.86,77.47,12.0,65.0,1,16,104,204,12,0,0.010982,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5213,14,1,9,3,30,40,1,0,1,2,77.0,144.0,75.86,77.47,12.0,65.0,0,11,97,317,4,0,0.143935,0.141707,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5214,14,1,9,3,30,40,1,0,1,2,77.0,144.0,75.86,77.47,12.0,65.0,0,22,55,269,10,0,0.319056,0.339886,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5215,14,1,9,3,30,40,1,0,1,2,77.0,144.0,75.86,77.47,12.0,65.0,0,22,55,269,12,0,0.319056,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5216,14,1,9,3,30,40,1,0,1,2,77.0,144.0,75.86,77.47,12.0,65.0,0,22,104,127,10,1,0.319056,0.339886,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5217,13,1,9,3,30,40,1,0,1,2,77.0,144.0,75.86,77.47,12.0,65.0,1,35,29,311,1,1,0.127364,0.009809,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5218,13,1,9,3,30,40,1,0,1,2,77.0,144.0,75.86,77.47,12.0,65.0,0,23,35,351,12,0,0.073902,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5219,13,1,9,3,30,40,1,0,1,2,77.0,144.0,75.86,77.47,12.0,65.0,0,15,66,57,12,0,0.041582,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5220,12,1,9,3,30,40,1,0,1,2,77.0,144.0,75.86,77.47,12.0,65.0,1,23,94,351,12,1,0.073902,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5221,12,1,9,3,30,40,1,0,1,2,77.0,144.0,75.86,77.47,12.0,65.0,0,35,98,230,12,1,0.127364,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5222,12,1,9,3,30,40,1,0,1,2,77.0,144.0,75.86,77.47,12.0,65.0,0,22,92,293,8,0,0.319056,0.080428,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5223,12,1,9,3,30,40,1,0,1,2,77.0,144.0,75.86,77.47,12.0,65.0,0,22,55,269,12,0,0.319056,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5224,12,1,9,3,30,40,1,0,1,2,77.0,144.0,75.86,77.47,12.0,65.0,1,35,98,230,9,1,0.127364,0.006214,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5225,12,1,9,3,30,40,1,0,1,2,77.0,144.0,75.86,77.47,12.0,65.0,1,23,94,351,12,1,0.073902,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5226,11,1,9,3,30,40,1,0,1,1,77.0,144.0,75.86,77.47,12.0,65.0,0,22,55,269,10,0,0.319056,0.339886,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5227,11,1,9,3,30,40,1,0,1,1,77.0,144.0,75.86,77.47,12.0,65.0,0,11,111,23,4,0,0.143935,0.141707,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5228,11,1,9,3,30,40,1,0,1,1,77.0,144.0,75.86,77.47,12.0,65.0,0,16,34,188,0,0,0.010982,0.001602,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5229,11,1,9,3,30,40,1,0,1,1,77.0,144.0,75.86,77.47,12.0,65.0,0,11,97,317,4,0,0.143935,0.141707,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5230,11,1,9,3,30,40,1,0,1,1,77.0,144.0,75.86,77.47,12.0,65.0,0,11,97,317,4,0,0.143935,0.141707,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5231,11,1,9,3,30,40,1,0,1,1,77.0,144.0,75.86,77.47,12.0,65.0,0,22,104,170,10,0,0.319056,0.339886,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5232,11,1,9,3,30,40,1,0,1,1,77.0,144.0,75.86,77.47,12.0,65.0,1,31,60,229,12,1,0.071635,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5233,11,1,9,3,30,40,1,0,1,1,77.0,144.0,75.86,77.47,12.0,65.0,0,12,92,65,8,0,0.020009,0.080428,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5234,11,1,9,3,30,40,1,0,1,1,77.0,144.0,75.86,77.47,12.0,65.0,1,35,98,230,9,1,0.127364,0.006214,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5235,10,1,9,3,30,40,1,0,1,1,77.0,144.0,75.86,77.47,12.0,65.0,0,22,34,339,12,1,0.319056,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5236,10,1,9,3,30,40,1,0,1,1,77.0,144.0,75.86,77.47,12.0,65.0,0,22,34,339,12,1,0.319056,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5237,10,1,9,3,30,40,1,0,1,1,77.0,144.0,75.86,77.47,12.0,65.0,0,22,92,351,12,0,0.319056,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5238,10,1,9,3,30,40,1,0,1,1,77.0,144.0,75.86,77.47,12.0,65.0,0,22,104,122,10,0,0.319056,0.339886,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5239,10,1,9,3,30,40,1,0,1,1,77.0,144.0,75.86,77.47,12.0,65.0,0,35,52,81,10,0,0.127364,0.339886,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5240,9,1,9,3,30,40,1,0,1,1,77.0,144.0,75.86,77.47,12.0,65.0,0,35,52,81,10,0,0.127364,0.339886,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5241,9,1,9,3,30,40,1,0,1,1,77.0,144.0,75.86,77.47,12.0,65.0,1,22,92,351,8,1,0.319056,0.080428,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5242,9,1,9,3,30,40,1,0,1,1,77.0,144.0,75.86,77.47,12.0,65.0,0,37,4,123,8,0,0.017782,0.080428,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5243,9,1,9,3,30,40,1,0,1,1,77.0,144.0,75.86,77.47,12.0,65.0,0,23,94,351,12,0,0.073902,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5244,9,1,9,3,30,40,1,0,1,1,77.0,144.0,75.86,77.47,12.0,65.0,0,35,98,230,12,1,0.127364,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5245,9,1,9,3,30,40,1,0,1,1,77.0,144.0,75.86,77.47,12.0,65.0,0,22,55,269,10,0,0.319056,0.339886,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5246,9,1,9,3,30,40,1,0,1,1,77.0,144.0,75.86,77.47,12.0,65.0,0,22,55,269,10,0,0.319056,0.339886,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5247,9,1,9,3,30,40,1,0,1,1,77.0,144.0,75.86,77.47,12.0,65.0,1,22,92,351,12,1,0.319056,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5248,8,1,9,3,30,40,0,0,1,1,77.0,144.0,75.86,77.47,12.0,65.0,0,12,34,370,10,0,0.020009,0.339886,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5249,8,1,9,3,30,40,0,0,1,1,77.0,144.0,75.86,77.47,12.0,65.0,0,35,98,230,12,1,0.127364,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5250,8,1,9,3,30,40,0,0,1,1,77.0,144.0,75.86,77.47,12.0,65.0,0,35,98,230,11,1,0.127364,0.015437,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5251,8,1,9,3,30,40,0,0,1,1,77.0,144.0,75.86,77.47,12.0,65.0,1,12,92,351,12,1,0.020009,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5252,8,1,9,3,30,40,0,0,1,1,77.0,144.0,75.86,77.47,12.0,65.0,0,35,98,230,11,1,0.127364,0.015437,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5253,8,1,9,3,30,40,0,0,1,1,77.0,144.0,75.86,77.47,12.0,65.0,0,35,98,230,12,1,0.127364,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5254,7,1,9,3,30,40,0,0,1,1,77.0,144.0,75.86,77.47,12.0,65.0,1,41,104,32,12,0,0.016492,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5255,6,1,9,3,30,40,0,0,1,1,77.0,144.0,75.86,77.47,12.0,65.0,0,23,106,194,10,0,0.073902,0.339886,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5256,6,1,9,3,30,40,0,0,1,1,77.0,144.0,75.86,77.47,12.0,65.0,0,22,92,307,8,1,0.319056,0.080428,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5257,4,1,9,3,30,40,0,0,1,0,77.0,144.0,75.86,77.47,12.0,65.0,1,22,92,351,8,0,0.319056,0.080428,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5258,4,1,9,3,30,40,0,0,1,0,77.0,144.0,75.86,77.47,12.0,65.0,0,35,98,230,12,1,0.127364,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5259,3,1,9,3,30,40,0,0,1,0,77.0,144.0,75.86,77.47,12.0,65.0,0,35,98,230,12,1,0.127364,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5260,3,1,9,3,30,40,0,0,1,0,77.0,144.0,75.86,77.47,12.0,65.0,1,35,98,230,8,1,0.127364,0.080428,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5261,2,1,9,3,30,40,0,0,1,0,77.0,144.0,75.86,77.47,12.0,65.0,1,22,92,351,12,1,0.319056,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5262,2,1,9,3,30,40,0,0,1,0,77.0,144.0,75.86,77.47,12.0,65.0,0,35,98,230,12,1,0.127364,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5263,1,1,9,3,30,40,0,0,1,0,77.0,144.0,75.86,77.47,12.0,65.0,1,35,38,325,7,1,0.127364,0.002267,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5264,1,1,9,3,30,40,0,0,1,0,77.0,144.0,75.86,77.47,12.0,65.0,0,22,41,237,12,0,0.319056,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5265,1,1,9,3,30,40,0,0,1,0,77.0,144.0,75.86,77.47,12.0,65.0,1,35,98,230,12,1,0.127364,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5266,0,1,9,3,30,40,0,0,1,0,77.0,144.0,75.86,77.47,12.0,65.0,0,37,4,123,10,0,0.017782,0.339886,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5267,0,1,9,3,30,40,0,0,1,0,77.0,144.0,75.86,77.47,12.0,65.0,0,35,38,325,12,1,0.127364,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5268,23,0,9,3,29,40,0,0,1,3,32.0,152.0,84.43,75.47,5.0,27.0,0,19,70,198,4,1,0.010005,0.141707,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5269,21,0,9,3,29,40,0,0,1,3,32.0,152.0,84.43,75.47,5.0,27.0,0,22,92,246,12,1,0.319056,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5270,21,0,9,3,29,40,0,0,1,3,32.0,152.0,84.43,75.47,5.0,27.0,0,22,104,52,10,0,0.319056,0.339886,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5271,21,0,9,3,29,40,0,0,1,3,32.0,152.0,84.43,75.47,5.0,27.0,1,22,92,351,12,0,0.319056,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5272,21,0,9,3,29,40,0,0,1,3,32.0,152.0,84.43,75.47,5.0,27.0,0,35,98,230,12,1,0.127364,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5273,20,0,9,3,29,40,0,0,1,3,32.0,152.0,84.43,75.47,5.0,27.0,0,22,92,246,12,1,0.319056,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5274,20,0,9,3,29,40,0,0,1,3,32.0,152.0,84.43,75.47,5.0,27.0,0,11,97,317,11,0,0.143935,0.015437,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5275,20,0,9,3,29,40,0,0,1,3,32.0,152.0,84.43,75.47,5.0,27.0,0,18,67,159,4,0,0.017039,0.141707,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5276,20,0,9,3,29,40,0,0,1,3,32.0,152.0,84.43,75.47,5.0,27.0,0,22,92,351,8,0,0.319056,0.080428,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5277,19,0,9,3,29,40,0,0,1,3,32.0,152.0,84.43,75.47,5.0,27.0,0,11,97,12,10,0,0.143935,0.339886,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5278,19,0,9,3,29,40,0,0,1,3,32.0,152.0,84.43,75.47,5.0,27.0,0,23,94,185,12,0,0.073902,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5279,18,0,9,3,29,40,0,0,1,3,32.0,152.0,84.43,75.47,5.0,27.0,0,11,97,12,10,0,0.143935,0.339886,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5280,17,0,9,3,29,40,1,0,1,2,32.0,152.0,84.43,75.47,5.0,27.0,0,22,55,269,10,0,0.319056,0.339886,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5281,17,0,9,3,29,40,1,0,1,2,32.0,152.0,84.43,75.47,5.0,27.0,0,18,104,38,4,0,0.017039,0.141707,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5282,17,0,9,3,29,40,1,0,1,2,32.0,152.0,84.43,75.47,5.0,27.0,0,35,52,163,4,0,0.127364,0.141707,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5283,17,0,9,3,29,40,1,0,1,2,32.0,152.0,84.43,75.47,5.0,27.0,0,21,5,25,10,0,0.015671,0.339886,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5284,17,0,9,3,29,40,1,0,1,2,32.0,152.0,84.43,75.47,5.0,27.0,0,18,104,38,4,0,0.017039,0.141707,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5285,16,0,9,3,29,40,1,0,1,2,32.0,152.0,84.43,75.47,5.0,27.0,0,15,66,114,12,0,0.041582,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5286,16,0,9,3,29,40,1,0,1,2,32.0,152.0,84.43,75.47,5.0,27.0,0,18,67,159,4,0,0.017039,0.141707,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5287,16,0,9,3,29,40,1,0,1,2,32.0,152.0,84.43,75.47,5.0,27.0,0,23,35,339,12,0,0.073902,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5288,16,0,9,3,29,40,1,0,1,2,32.0,152.0,84.43,75.47,5.0,27.0,0,22,41,246,12,1,0.319056,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5289,16,0,9,3,29,40,1,0,1,2,32.0,152.0,84.43,75.47,5.0,27.0,0,22,34,306,12,1,0.319056,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5290,15,0,9,3,29,40,1,0,1,2,32.0,152.0,84.43,75.47,5.0,27.0,0,35,47,204,10,0,0.127364,0.339886,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5291,15,0,9,3,29,40,1,0,1,2,32.0,152.0,84.43,75.47,5.0,27.0,0,15,66,114,12,0,0.041582,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5292,15,0,9,3,29,40,1,0,1,2,32.0,152.0,84.43,75.47,5.0,27.0,0,22,92,351,12,0,0.319056,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5293,15,0,9,3,29,40,1,0,1,2,32.0,152.0,84.43,75.47,5.0,27.0,0,15,66,114,12,0,0.041582,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5294,15,0,9,3,29,40,1,0,1,2,32.0,152.0,84.43,75.47,5.0,27.0,0,31,59,379,12,0,0.071635,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5295,15,0,9,3,29,40,1,0,1,2,32.0,152.0,84.43,75.47,5.0,27.0,0,29,13,142,10,0,0.018993,0.339886,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5296,15,0,9,3,29,40,1,0,1,2,32.0,152.0,84.43,75.47,5.0,27.0,0,22,55,269,10,0,0.319056,0.339886,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5297,14,0,9,3,29,40,1,0,1,2,32.0,152.0,84.43,75.47,5.0,27.0,1,23,94,351,12,1,0.073902,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5298,14,0,9,3,29,40,1,0,1,2,32.0,152.0,84.43,75.47,5.0,27.0,0,31,117,379,15,0,0.071635,0.018915,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5299,14,0,9,3,29,40,1,0,1,2,32.0,152.0,84.43,75.47,5.0,27.0,0,11,97,275,4,1,0.143935,0.141707,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5300,13,0,9,3,29,40,1,0,1,2,32.0,152.0,84.43,75.47,5.0,27.0,1,22,104,204,10,0,0.319056,0.339886,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5301,13,0,9,3,29,40,1,0,1,2,32.0,152.0,84.43,75.47,5.0,27.0,1,23,94,351,12,0,0.073902,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5302,13,0,9,3,29,40,1,0,1,2,32.0,152.0,84.43,75.47,5.0,27.0,0,31,115,306,12,0,0.071635,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5303,13,0,9,3,29,40,1,0,1,2,32.0,152.0,84.43,75.47,5.0,27.0,0,31,115,306,12,0,0.071635,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5304,13,0,9,3,29,40,1,0,1,2,32.0,152.0,84.43,75.47,5.0,27.0,1,35,38,325,11,1,0.127364,0.015437,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5305,13,0,9,3,29,40,1,0,1,2,32.0,152.0,84.43,75.47,5.0,27.0,0,22,92,351,12,0,0.319056,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5306,13,0,9,3,29,40,1,0,1,2,32.0,152.0,84.43,75.47,5.0,27.0,0,22,92,351,12,0,0.319056,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5307,13,0,9,3,29,40,1,0,1,2,32.0,152.0,84.43,75.47,5.0,27.0,0,29,13,106,10,0,0.018993,0.339886,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5308,12,0,9,3,29,40,1,0,1,2,32.0,152.0,84.43,75.47,5.0,27.0,0,35,47,51,4,0,0.127364,0.141707,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5309,12,0,9,3,29,40,1,0,1,2,32.0,152.0,84.43,75.47,5.0,27.0,1,35,98,230,1,1,0.127364,0.009809,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5310,12,0,9,3,29,40,1,0,1,2,32.0,152.0,84.43,75.47,5.0,27.0,0,35,98,230,12,1,0.127364,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5311,12,0,9,3,29,40,1,0,1,2,32.0,152.0,84.43,75.47,5.0,27.0,0,23,94,351,12,0,0.073902,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5312,12,0,9,3,29,40,1,0,1,2,32.0,152.0,84.43,75.47,5.0,27.0,0,35,98,230,12,1,0.127364,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5313,12,0,9,3,29,40,1,0,1,2,32.0,152.0,84.43,75.47,5.0,27.0,0,30,32,157,4,0,0.019853,0.141707,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5314,12,0,9,3,29,40,1,0,1,2,32.0,152.0,84.43,75.47,5.0,27.0,1,22,92,351,12,1,0.319056,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5315,11,0,9,3,29,40,1,0,1,1,32.0,152.0,84.43,75.47,5.0,27.0,0,18,67,159,4,0,0.017039,0.141707,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5316,11,0,9,3,29,40,1,0,1,1,32.0,152.0,84.43,75.47,5.0,27.0,0,22,104,170,10,0,0.319056,0.339886,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5317,11,0,9,3,29,40,1,0,1,1,32.0,152.0,84.43,75.47,5.0,27.0,0,11,97,317,4,0,0.143935,0.141707,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5318,11,0,9,3,29,40,1,0,1,1,32.0,152.0,84.43,75.47,5.0,27.0,0,22,34,185,12,0,0.319056,0.350633,-1.0,-1.8369701987210297e-16,0,0,7,7,0
5319,11,0,9,3,29,40,1,0,1,1,32.0,152.0,84.43,75.47,5.0,27.0,0,11,111,23,10,0,0.143935,0.339886,-1.0,-1.8369701987210297e-16,0,0,7,7,0
